project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-1161,Healthcare Facility Project - Bengaluru #161,Ministry of Water Resources,Healthcare Facility,Bengaluru,2526.93,959.47,269,148,33.36,20,6,5,9,6.55,MEDIUM
PRJ-1162,Digital Governance Project - Pune #162,Ministry of Water Resources,Digital Governance,Pune,826.67,457.96,669,294,46.0,35,16,3,16,4.29,LOW
PRJ-1163,Healthcare Facility Project - Pune #163,Ministry of Electronics & IT,Healthcare Facility,Pune,1621.26,1704.68,757,723,100.0,31,31,0,0,1.63,LOW
PRJ-1164,Healthcare Facility Project - Bengaluru #164,Ministry of Water Resources,Healthcare Facility,Bengaluru,3056.78,1961.04,286,230,51.86,40,20,9,11,7.43,HIGH
PRJ-1165,Water & Sanitation Project - Mumbai #165,Ministry of Health & Family Welfare,Water & Sanitation,Mumbai,1004.87,310.13,1742,481,30.12,37,11,0,26,4.37,LOW
PRJ-1166,Water & Sanitation Project - Pune #166,Ministry of Railways,Water & Sanitation,Pune,3097.36,1637.45,234,130,52.96,28,14,1,13,4.74,LOW
PRJ-1167,Transportation Project - Delhi NCR #167,Ministry of Power,Transportation,Delhi NCR,1122.21,1262.46,382,390,100.0,14,14,0,0,0.57,LOW
PRJ-1168,Urban Infrastructure Project - Guwahati #168,Ministry of Water Resources,Urban Infrastructure,Guwahati,2910.58,2981.31,1734,1519,100.0,5,5,0,0,0.04,LOW
PRJ-1169,Water & Sanitation Project - Bengaluru #169,Ministry of Railways,Water & Sanitation,Bengaluru,1925.33,1181.68,1669,1284,60.67,23,13,2,8,3.01,MEDIUM
PRJ-1170,Urban Infrastructure Project - Patna #170,Ministry of Railways,Urban Infrastructure,Patna,2780.71,377.41,1116,188,11.14,36,4,5,27,6.48,MEDIUM
PRJ-1171,Healthcare Facility Project - Hyderabad #171,Ministry of Health & Family Welfare,Healthcare Facility,Hyderabad,2517.72,998.99,776,443,35.83,20,7,4,9,5.18,MEDIUM
PRJ-1172,Infrastructure Project - Jaipur #172,Ministry of Electronics & IT,Infrastructure,Jaipur,3411.54,2362.62,318,365,64.6,37,23,6,8,4.95,HIGH
PRJ-1173,Infrastructure Project - Patna #173,Ministry of Urban Development,Infrastructure,Patna,1360.22,345.38,944,357,31.42,9,2,0,7,4.89,LOW
PRJ-1174,Infrastructure Project - Lucknow #174,Ministry of Electronics & IT,Infrastructure,Lucknow,2575.8,579.81,860,212,23.06,26,5,3,18,5.4,LOW
PRJ-1175,Digital Governance Project - Pune #175,Ministry of Water Resources,Digital Governance,Pune,3433.06,3024.25,1160,922,73.06,9,6,0,3,3.23,LOW
PRJ-1176,Energy & Power Project - Hyderabad #176,Ministry of Road Transport & Highways,Energy & Power,Hyderabad,162.88,156.01,588,631,100.0,24,24,0,0,1.98,LOW
PRJ-1177,Urban Infrastructure Project - Chennai #177,Ministry of Health & Family Welfare,Urban Infrastructure,Chennai,137.81,35.65,1504,466,26.44,8,2,1,5,4.74,LOW
PRJ-1178,Water & Sanitation Project - Kolkata #178,Ministry of Road Transport & Highways,Water & Sanitation,Kolkata,1534.96,1841.95,999,916,100.0,29,29,0,0,0.37,LOW
PRJ-1179,Urban Infrastructure Project - Kolkata #179,Ministry of Electronics & IT,Urban Infrastructure,Kolkata,3235.84,837.66,1243,488,30.77,32,9,2,21,5.47,LOW
PRJ-1180,Transportation Project - Jaipur #180,Ministry of Water Resources,Transportation,Jaipur,1035.24,284.73,390,73,24.33,24,5,0,19,5.22,LOW
PRJ-1181,Digital Governance Project - Pune #181,Ministry of Railways,Digital Governance,Pune,1236.9,1404.65,266,239,90.43,32,28,0,4,2.44,LOW
PRJ-1182,Infrastructure Project - Patna #182,Ministry of Road Transport & Highways,Infrastructure,Patna,2234.92,1107.35,924,613,42.17,15,6,3,6,4.38,MEDIUM
PRJ-1183,Digital Governance Project - Pune #183,Ministry of Health & Family Welfare,Digital Governance,Pune,131.45,30.63,317,113,20.76,28,5,5,18,7.1,MEDIUM
PRJ-1184,Transportation Project - Patna #184,Ministry of Health & Family Welfare,Transportation,Patna,1580.23,922.54,939,478,49.41,13,6,0,7,3.33,LOW
PRJ-1185,Energy & Power Project - Hyderabad #185,Ministry of Electronics & IT,Energy & Power,Hyderabad,3362.21,2537.85,233,211,71.92,29,20,3,6,2.84,MEDIUM
PRJ-1186,Energy & Power Project - Guwahati #186,Ministry of Water Resources,Energy & Power,Guwahati,1567.49,839.4,1433,593,42.56,36,15,0,21,3.14,LOW
PRJ-1187,Urban Infrastructure Project - Bengaluru #187,Ministry of Road Transport & Highways,Urban Infrastructure,Bengaluru,3146.39,3671.99,1091,1305,96.83,25,24,0,1,1.58,LOW
PRJ-1188,Healthcare Facility Project - Chennai #188,Ministry of Health & Family Welfare,Healthcare Facility,Chennai,3120.75,2894.58,502,443,73.4,16,11,1,4,2.75,MEDIUM
PRJ-1189,Transportation Project - Bengaluru #189,Ministry of Road Transport & Highways,Transportation,Bengaluru,836.21,73.85,1191,153,8.2,28,2,3,23,7.76,MEDIUM
PRJ-1190,Healthcare Facility Project - Mumbai #190,Ministry of Railways,Healthcare Facility,Mumbai,239.46,130.85,995,1193,47.13,38,17,12,9,8.26,HIGH
PRJ-1191,Infrastructure Project - Bengaluru #191,Ministry of Health & Family Welfare,Infrastructure,Bengaluru,3403.61,470.39,1495,271,13.38,38,5,3,30,7.29,MEDIUM
PRJ-1192,Healthcare Facility Project - Patna #192,Ministry of Water Resources,Healthcare Facility,Patna,2061.37,2094.99,1752,2037,100.0,8,8,0,0,1.04,LOW
PRJ-1193,Transportation Project - Bengaluru #193,Ministry of Power,Transportation,Bengaluru,1136.09,454.24,1632,567,31.39,38,11,5,22,7.12,MEDIUM
PRJ-1194,Transportation Project - Patna #194,Ministry of Power,Transportation,Patna,3347.67,406.73,742,176,12.77,39,4,4,31,7.24,MEDIUM
PRJ-1195,Healthcare Facility Project - Bengaluru #195,Ministry of Health & Family Welfare,Healthcare Facility,Bengaluru,607.49,533.9,1458,1301,79.71,7,5,0,2,1.07,LOW
PRJ-1196,Digital Governance Project - Lucknow #196,Ministry of Road Transport & Highways,Digital Governance,Lucknow,933.65,839.82,611,576,89.21,6,5,0,1,1.79,LOW
PRJ-1197,Digital Governance Project - Chennai #197,Ministry of Power,Digital Governance,Chennai,1695.48,597.99,1582,864,34.35,8,2,1,5,4.51,MEDIUM
PRJ-1198,Transportation Project - Kolkata #198,Ministry of Urban Development,Transportation,Kolkata,2127.24,1813.6,820,859,88.84,27,23,1,3,1.22,MEDIUM
PRJ-1199,Healthcare Facility Project - Jaipur #199,Ministry of Power,Healthcare Facility,Jaipur,380.58,187.99,675,413,52.9,20,10,1,9,2.86,LOW
PRJ-1200,Water & Sanitation Project - Lucknow #200,Ministry of Urban Development,Water & Sanitation,Lucknow,1469.29,1044.06,507,504,56.09,25,14,5,6,4.51,HIGH
PRJ-1201,Urban Infrastructure Project - Pune #201,Ministry of Health & Family Welfare,Urban Infrastructure,Pune,3077.97,460.65,1198,150,11.76,37,4,3,30,6.09,MEDIUM
PRJ-1202,Energy & Power Project - Delhi NCR #202,Ministry of Health & Family Welfare,Energy & Power,Delhi NCR,186.39,170.63,1193,903,74.95,35,26,0,9,1.27,LOW
PRJ-1203,Urban Infrastructure Project - Bengaluru #203,Ministry of Road Transport & Highways,Urban Infrastructure,Bengaluru,3089.77,1741.44,1669,838,56.27,7,3,0,4,3.33,LOW
PRJ-1204,Energy & Power Project - Jaipur #204,Ministry of Railways,Energy & Power,Jaipur,1017.22,875.7,971,635,72.82,22,16,0,6,2.61,LOW
PRJ-1205,Infrastructure Project - Bengaluru #205,Ministry of Health & Family Welfare,Infrastructure,Bengaluru,3413.04,1138.48,986,503,25.79,40,10,13,17,10.0,HIGH
PRJ-1206,Healthcare Facility Project - Jaipur #206,Ministry of Railways,Healthcare Facility,Jaipur,1410.84,112.24,262,39,9.16,26,2,5,19,7.58,MEDIUM
PRJ-1207,Healthcare Facility Project - Jaipur #207,Ministry of Railways,Healthcare Facility,Jaipur,497.84,218.58,1435,646,44.06,24,10,1,13,4.21,LOW
PRJ-1208,Healthcare Facility Project - Pune #208,Ministry of Health & Family Welfare,Healthcare Facility,Pune,2483.5,1221.14,793,493,60.83,26,15,1,10,4.32,LOW
PRJ-1209,Energy & Power Project - Guwahati #209,Ministry of Health & Family Welfare,Energy & Power,Guwahati,3053.63,399.11,1468,189,12.6,19,2,2,15,6.34,MEDIUM
PRJ-1210,Healthcare Facility Project - Patna #210,Ministry of Railways,Healthcare Facility,Patna,2526.93,2208.25,1766,1810,100.0,20,20,0,0,1.9,LOW
PRJ-1211,Transportation Project - Delhi NCR #211,Ministry of Road Transport & Highways,Transportation,Delhi NCR,1549.22,468.76,1037,276,26.42,31,8,2,21,5.7,MEDIUM
PRJ-1212,Water & Sanitation Project - Guwahati #212,Ministry of Urban Development,Water & Sanitation,Guwahati,2548.63,657.31,1625,409,28.54,25,7,2,16,5.33,LOW
PRJ-1213,Energy & Power Project - Bengaluru #213,Ministry of Urban Development,Energy & Power,Bengaluru,1614.23,817.22,1271,605,51.81,21,10,0,11,2.79,LOW
PRJ-1214,Energy & Power Project - Jaipur #214,Ministry of Railways,Energy & Power,Jaipur,1051.76,1163.86,789,748,96.02,36,34,0,2,0.9,LOW
PRJ-1215,Digital Governance Project - Chennai #215,Ministry of Water Resources,Digital Governance,Chennai,1014.38,653.66,1354,1143,65.1,30,19,3,8,4.85,MEDIUM
PRJ-1216,Transportation Project - Chennai #216,Ministry of Water Resources,Transportation,Chennai,156.81,38.35,1642,306,19.38,21,4,2,15,5.26,LOW
PRJ-1217,Healthcare Facility Project - Chennai #217,Ministry of Water Resources,Healthcare Facility,Chennai,3266.25,731.06,1605,640,26.19,20,5,2,13,5.83,MEDIUM
PRJ-1218,Transportation Project - Patna #218,Ministry of Health & Family Welfare,Transportation,Patna,822.6,416.99,385,213,43.75,11,4,1,6,3.49,MEDIUM
PRJ-1219,Transportation Project - Ahmedabad #219,Ministry of Health & Family Welfare,Transportation,Ahmedabad,2288.6,937.52,1154,721,45.53,23,10,3,10,5.22,MEDIUM
PRJ-1220,Infrastructure Project - Patna #220,Ministry of Water Resources,Infrastructure,Patna,2013.73,1958.92,1275,1163,79.4,7,5,0,2,1.38,MEDIUM
PRJ-1221,Transportation Project - Delhi NCR #221,Ministry of Water Resources,Transportation,Delhi NCR,3490.13,3117.23,993,959,100.0,23,23,0,0,0.02,LOW
PRJ-1222,Healthcare Facility Project - Mumbai #222,Ministry of Health & Family Welfare,Healthcare Facility,Mumbai,3250.31,664.81,866,357,15.8,39,6,11,22,10.0,HIGH
PRJ-1223,Water & Sanitation Project - Jaipur #223,Ministry of Railways,Water & Sanitation,Jaipur,1643.39,1586.43,574,568,100.0,34,34,0,0,1.44,LOW
PRJ-1224,Digital Governance Project - Kolkata #224,Ministry of Road Transport & Highways,Digital Governance,Kolkata,2769.78,933.48,1342,1129,37.59,30,11,11,8,8.55,HIGH
PRJ-1225,Urban Infrastructure Project - Patna #225,Ministry of Road Transport & Highways,Urban Infrastructure,Patna,342.89,198.29,467,291,45.61,5,2,0,3,3.19,MEDIUM
PRJ-1226,Energy & Power Project - Kolkata #226,Ministry of Water Resources,Energy & Power,Kolkata,1063.79,811.33,1660,1212,81.94,28,22,0,6,1.03,LOW
PRJ-1227,Urban Infrastructure Project - Chennai #227,Ministry of Road Transport & Highways,Urban Infrastructure,Chennai,567.41,399.95,1585,1034,56.5,24,13,2,9,4.25,LOW
PRJ-1228,Energy & Power Project - Lucknow #228,Ministry of Power,Energy & Power,Lucknow,780.76,290.97,453,283,36.27,28,10,6,12,6.68,HIGH
PRJ-1229,Water & Sanitation Project - Jaipur #229,Ministry of Urban Development,Water & Sanitation,Jaipur,2808.96,2015.78,627,588,62.94,10,6,1,3,3.31,HIGH
PRJ-1230,Infrastructure Project - Lucknow #230,Ministry of Power,Infrastructure,Lucknow,401.61,361.88,1301,1422,100.0,39,39,0,0,0.66,LOW
PRJ-1231,Urban Infrastructure Project - Mumbai #231,Ministry of Health & Family Welfare,Urban Infrastructure,Mumbai,2384.23,996.81,1648,1221,49.45,37,18,6,13,5.04,MEDIUM
PRJ-1232,Healthcare Facility Project - Ahmedabad #232,Ministry of Railways,Healthcare Facility,Ahmedabad,1604.23,1172.57,298,212,64.32,24,15,1,8,2.98,LOW
PRJ-1233,Infrastructure Project - Guwahati #233,Ministry of Water Resources,Infrastructure,Guwahati,770.48,96.11,329,49,12.83,9,1,1,7,4.88,LOW
PRJ-1234,Urban Infrastructure Project - Delhi NCR #234,Ministry of Road Transport & Highways,Urban Infrastructure,Delhi NCR,1011.95,777.48,548,518,64.95,31,20,4,7,5.14,HIGH
PRJ-1235,Water & Sanitation Project - Ahmedabad #235,Ministry of Urban Development,Water & Sanitation,Ahmedabad,1321.0,1585.2,1578,1831,100.0,13,13,0,0,0.7,LOW
PRJ-1236,Healthcare Facility Project - Ahmedabad #236,Ministry of Railways,Healthcare Facility,Ahmedabad,1855.66,2226.79,1670,1964,100.0,6,6,0,0,0.93,LOW
PRJ-1237,Healthcare Facility Project - Ahmedabad #237,Ministry of Electronics & IT,Healthcare Facility,Ahmedabad,1866.45,231.38,650,241,12.74,22,2,5,15,8.11,MEDIUM
PRJ-1238,Infrastructure Project - Delhi NCR #238,Ministry of Water Resources,Infrastructure,Delhi NCR,2835.08,2500.12,1038,805,69.54,6,4,0,2,1.66,LOW
PRJ-1239,Infrastructure Project - Pune #239,Ministry of Health & Family Welfare,Infrastructure,Pune,2096.27,1323.69,1620,1716,68.46,7,4,1,2,2.45,HIGH
PRJ-1240,Water & Sanitation Project - Delhi NCR #240,Ministry of Railways,Water & Sanitation,Delhi NCR,499.07,238.68,772,276,38.01,25,9,1,15,5.04,LOW
PRJ-1241,Energy & Power Project - Hyderabad #241,Ministry of Water Resources,Energy & Power,Hyderabad,1063.16,735.09,473,560,65.19,31,20,4,7,3.46,HIGH
PRJ-1242,Digital Governance Project - Bengaluru #242,Ministry of Health & Family Welfare,Digital Governance,Bengaluru,2194.72,1054.7,1054,749,58.36,27,15,3,9,4.62,MEDIUM
PRJ-1243,Healthcare Facility Project - Kolkata #243,Ministry of Water Resources,Healthcare Facility,Kolkata,2440.12,620.94,1016,268,25.75,39,10,2,27,6.21,MEDIUM
PRJ-1244,Water & Sanitation Project - Guwahati #244,Ministry of Power,Water & Sanitation,Guwahati,513.79,555.51,1128,1247,100.0,31,31,0,0,0.27,LOW
PRJ-1245,Energy & Power Project - Hyderabad #245,Ministry of Railways,Energy & Power,Hyderabad,1162.62,782.26,341,380,54.99,10,5,2,3,4.71,HIGH
PRJ-1246,Energy & Power Project - Ahmedabad #246,Ministry of Road Transport & Highways,Energy & Power,Ahmedabad,2361.12,216.24,1414,202,10.95,40,4,2,34,5.67,MEDIUM
PRJ-1247,Energy & Power Project - Delhi NCR #247,Ministry of Power,Energy & Power,Delhi NCR,749.21,470.46,569,659,73.13,35,25,4,6,4.33,HIGH
PRJ-1248,Transportation Project - Ahmedabad #248,Ministry of Electronics & IT,Transportation,Ahmedabad,3203.79,939.33,1310,594,31.14,34,10,5,19,6.16,MEDIUM
PRJ-1249,Energy & Power Project - Jaipur #249,Ministry of Power,Energy & Power,Jaipur,3091.01,1071.96,1134,236,26.87,35,9,2,24,5.1,LOW
PRJ-1250,Energy & Power Project - Kolkata #250,Ministry of Railways,Energy & Power,Kolkata,1454.62,1619.72,1332,1399,95.12,6,5,0,1,2.11,LOW
PRJ-1251,Digital Governance Project - Ahmedabad #251,Ministry of Health & Family Welfare,Digital Governance,Ahmedabad,1040.22,254.04,581,268,24.67,20,4,5,11,7.08,MEDIUM
PRJ-1252,Energy & Power Project - Chennai #252,Ministry of Electronics & IT,Energy & Power,Chennai,2674.13,2997.29,1180,1372,100.0,36,36,0,0,1.47,LOW
PRJ-1253,Transportation Project - Bengaluru #253,Ministry of Power,Transportation,Bengaluru,2523.89,1232.07,1180,356,39.22,8,3,0,5,4.72,LOW
PRJ-1254,Water & Sanitation Project - Patna #254,Ministry of Road Transport & Highways,Water & Sanitation,Patna,179.32,133.28,193,106,60.86,19,11,0,8,2.26,LOW
PRJ-1255,Healthcare Facility Project - Pune #255,Ministry of Railways,Healthcare Facility,Pune,1312.47,626.56,1445,1158,37.68,35,13,12,10,7.95,HIGH
PRJ-1256,Healthcare Facility Project - Ahmedabad #256,Ministry of Health & Family Welfare,Healthcare Facility,Ahmedabad,51.36,35.74,1264,1130,65.17,23,14,2,7,4.17,MEDIUM
PRJ-1257,Urban Infrastructure Project - Bengaluru #257,Ministry of Electronics & IT,Urban Infrastructure,Bengaluru,383.49,278.58,377,255,78.92,38,29,0,9,1.76,LOW
PRJ-1258,Urban Infrastructure Project - Mumbai #258,Ministry of Water Resources,Urban Infrastructure,Mumbai,1311.95,491.86,1011,611,40.68,19,7,3,9,5.82,MEDIUM
PRJ-1259,Digital Governance Project - Patna #259,Ministry of Road Transport & Highways,Digital Governance,Patna,2660.95,1376.32,371,202,52.32,35,18,0,17,2.4,LOW
PRJ-1260,Infrastructure Project - Pune #260,Ministry of Railways,Infrastructure,Pune,2960.2,3205.68,1500,1444,100.0,11,11,0,0,1.84,LOW
PRJ-1261,Transportation Project - Guwahati #261,Ministry of Railways,Transportation,Guwahati,3107.56,965.2,1153,459,24.61,22,5,5,12,6.9,MEDIUM
PRJ-1262,Transportation Project - Kolkata #262,Ministry of Road Transport & Highways,Transportation,Kolkata,64.65,47.31,604,450,62.22,30,18,3,9,3.69,MEDIUM
PRJ-1263,Transportation Project - Lucknow #263,Ministry of Health & Family Welfare,Transportation,Lucknow,2922.93,264.03,976,824,8.44,29,2,24,3,10.0,HIGH
PRJ-1264,Digital Governance Project - Mumbai #264,Ministry of Electronics & IT,Digital Governance,Mumbai,1757.77,168.83,888,141,9.43,9,0,1,8,6.47,MEDIUM
PRJ-1265,Urban Infrastructure Project - Kolkata #265,Ministry of Health & Family Welfare,Urban Infrastructure,Kolkata,113.39,87.89,739,710,75.6,19,14,1,4,3.5,MEDIUM
PRJ-1266,Transportation Project - Patna #266,Ministry of Urban Development,Transportation,Patna,2054.7,238.19,958,186,10.45,20,2,4,14,6.24,MEDIUM
PRJ-1267,Urban Infrastructure Project - Guwahati #267,Ministry of Railways,Urban Infrastructure,Guwahati,2745.78,2631.39,495,452,100.0,11,11,0,0,1.89,LOW
PRJ-1268,Energy & Power Project - Chennai #268,Ministry of Urban Development,Energy & Power,Chennai,366.79,56.32,358,109,14.99,40,5,8,27,7.66,MEDIUM
PRJ-1269,Energy & Power Project - Jaipur #269,Ministry of Road Transport & Highways,Energy & Power,Jaipur,334.79,293.68,1404,1351,71.21,5,3,0,2,2.22,HIGH
PRJ-1270,Digital Governance Project - Jaipur #270,Ministry of Road Transport & Highways,Digital Governance,Jaipur,3169.17,1802.45,677,493,64.28,29,18,1,10,2.72,LOW
PRJ-1271,Urban Infrastructure Project - Bengaluru #271,Ministry of Power,Urban Infrastructure,Bengaluru,230.8,106.88,1070,431,48.75,9,4,0,5,4.45,LOW
PRJ-1272,Digital Governance Project - Pune #272,Ministry of Electronics & IT,Digital Governance,Pune,2082.38,535.41,580,350,29.63,5,1,1,3,4.58,HIGH
PRJ-1273,Urban Infrastructure Project - Kolkata #273,Ministry of Health & Family Welfare,Urban Infrastructure,Kolkata,1546.38,1855.66,1061,1057,100.0,13,13,0,0,1.21,LOW
PRJ-1274,Transportation Project - Pune #274,Ministry of Electronics & IT,Transportation,Pune,1106.5,892.2,995,1159,85.26,36,30,2,4,3.1,MEDIUM
PRJ-1275,Urban Infrastructure Project - Chennai #275,Ministry of Power,Urban Infrastructure,Chennai,2859.57,1096.59,984,493,30.29,17,5,3,9,5.78,MEDIUM
PRJ-1276,Water & Sanitation Project - Jaipur #276,Ministry of Electronics & IT,Water & Sanitation,Jaipur,103.94,70.37,1669,1014,58.66,33,19,2,12,4.53,LOW
PRJ-1277,Water & Sanitation Project - Ahmedabad #277,Ministry of Road Transport & Highways,Water & Sanitation,Ahmedabad,2358.69,1555.21,465,370,71.59,14,10,0,4,3.0,LOW
PRJ-1278,Urban Infrastructure Project - Lucknow #278,Ministry of Road Transport & Highways,Urban Infrastructure,Lucknow,1682.53,1020.92,1000,687,48.09,31,14,5,12,6.18,MEDIUM
PRJ-1279,Digital Governance Project - Jaipur #279,Ministry of Power,Digital Governance,Jaipur,2082.43,363.14,354,77,18.87,27,5,1,21,5.68,MEDIUM
PRJ-1280,Digital Governance Project - Patna #280,Ministry of Health & Family Welfare,Digital Governance,Patna,2267.14,950.43,1721,799,34.99,11,3,0,8,3.77,MEDIUM
PRJ-1281,Digital Governance Project - Jaipur #281,Ministry of Health & Family Welfare,Digital Governance,Jaipur,1957.4,1288.02,1588,1163,64.33,30,19,1,10,3.54,LOW
PRJ-1282,Healthcare Facility Project - Bengaluru #282,Ministry of Electronics & IT,Healthcare Facility,Bengaluru,1213.94,736.53,230,145,64.02,10,6,0,4,3.68,LOW
PRJ-1283,Energy & Power Project - Chennai #283,Ministry of Railways,Energy & Power,Chennai,1207.3,513.38,1786,585,40.83,35,14,0,21,4.4,LOW
PRJ-1284,Energy & Power Project - Mumbai #284,Ministry of Urban Development,Energy & Power,Mumbai,1057.92,158.44,1635,370,12.23,11,1,2,8,5.52,MEDIUM
PRJ-1285,Transportation Project - Jaipur #285,Ministry of Electronics & IT,Transportation,Jaipur,618.84,377.83,507,235,60.26,34,20,0,14,2.8,LOW
PRJ-1286,Transportation Project - Patna #286,Ministry of Railways,Transportation,Patna,2304.0,121.16,990,130,4.75,17,0,2,15,6.42,MEDIUM
PRJ-1287,Digital Governance Project - Hyderabad #287,Ministry of Road Transport & Highways,Digital Governance,Hyderabad,728.19,619.04,1720,1503,70.96,11,7,1,3,2.93,MEDIUM
PRJ-1288,Energy & Power Project - Hyderabad #288,Ministry of Power,Energy & Power,Hyderabad,1606.85,1400.74,717,600,83.44,25,20,0,5,2.05,LOW
PRJ-1289,Infrastructure Project - Kolkata #289,Ministry of Health & Family Welfare,Infrastructure,Kolkata,1238.43,1071.35,1117,870,71.68,24,17,1,6,3.0,LOW
PRJ-1290,Transportation Project - Kolkata #290,Ministry of Electronics & IT,Transportation,Kolkata,421.34,65.97,805,184,15.87,14,2,2,10,5.84,MEDIUM
PRJ-1291,Healthcare Facility Project - Ahmedabad #291,Ministry of Railways,Healthcare Facility,Ahmedabad,1486.41,1086.1,1176,939,63.72,16,10,1,5,3.19,MEDIUM
PRJ-1292,Transportation Project - Kolkata #292,Ministry of Railways,Transportation,Kolkata,2948.53,333.29,1448,230,11.54,5,0,0,5,4.81,LOW
PRJ-1293,Healthcare Facility Project - Jaipur #293,Ministry of Urban Development,Healthcare Facility,Jaipur,2289.21,1381.95,1017,867,59.9,33,19,4,10,3.77,HIGH
